Natural_Products_Name,NP_MRD_ID,SMILES,MW,LogP,HBD,HBA,TPSA,RotBonds,FractionCSP3,Cluster_ID
"(1s,6r,10r,12r)-12-ethenyl-1-(hydroxymethyl)-7,7,12-trimethyl-5-oxatricyclo[8.4.0.0²,⁶]tetradec-2-en-4-one",NP0251323,C[C@]1(CC[C@]2(CO)[C@@H](C1)CCC(C)(C)[C@H]1OC(=O)C=C21)C=C,304.43,3.63,1,3,46.53,2,0.74,8173
"(1'r,2r,2's,3'r,4''s,5'r,6's,7's,8's,9's)-4''-(1-hydroxyethyl)-8'-methoxy-3,3,7'-trimethyldispiro[oxirane-2,12'-[4,10]dioxatetracyclo[7.2.1.0²,⁷.0³,⁵]dodecane-6',2''-oxolane]-5'',11'-dione",NP0251092,CO[C@@H]1[C@@H]2OC(=O)[C@H]([C@@H]3[C@H]4O[C@H]4[C@]4(C[C@@H](C(C)O)C(=O)O4)[C@]13C)[C@@]21OC1(C)C,394.42,0.19,1,8,107.12,2,0.9,8174
"(2s,3s)-2-amino-3-{[(2e)-3-[2-(3-methyloxiran-2-yl)phenyl]prop-2-enoyl]oxy}butanoic acid",NP0250172,C[C@H](OC(=O)\C=C\C1=CC=CC=C1C1OC1C)[C@H](N)C(O)=O,305.33,1.5,2,5,102.15,6,0.38,8175
"(3s,6r,8s,10s)-9-thia-11,15,20-triazaheptacyclo[12.6.1.1³,¹⁰.0²,¹².0³,⁸.0⁵,²⁰.0¹⁷,²¹]docosa-1,11,13,15,17(21)-pentaene-6,8,13-triol",NP0250057,O[C@@H]1C[C@]2(O)S[C@H]3C[C@]22CC1N1CCC4=C5C(N=C4)=C(O)C(=N3)C2=C15,355.42,0.03,3,7,88.65,0,0.56,8176
lythranidine,NP0249531,COC1=CC=C2CCC(O)CC3CCCC(CC(O)CCC4=CC=C(O)C(=C4)C1=C2)N3,425.57,3.96,4,5,81.95,1,0.54,8177
"methyl (1r,2r,7r,8r,11r)-2,11-dimethyl-4-oxo-5,14-dioxatetracyclo[9.7.0.0²,⁸.0¹²,¹⁶]octadeca-12,15-diene-7-carboxylate",NP0249197,COC(=O)[C@H]1COC(=O)C[C@]2(C)[C@@H]1CC[C@]1(C)[C@@H]2CCC2=COC=C12,346.42,3.25,0,5,65.74,1,0.7,8178
"3,9-dihydroxy-5-methyl-12-methylidene-7-azahexacyclo[9.6.2.0¹,⁸.0⁵,¹⁷.0⁹,¹⁴.0¹⁴,¹⁸]nonadecan-10-yl acetate",NP0248836,CC(=O)OC1C2CC3C4(CCC5C33CC(O)CC5(C)CNC3C14O)CC2=C,373.49,1.77,3,5,78.79,1,0.86,8179
"(2r,8s,9r,10s,12r,13r,16s)-13-hydroxy-16,19-dimethoxy-5,10-dimethyl-11,17-dioxa-5,14-diazahexacyclo[12.7.1.1²,⁹.0²,¹³.0⁸,¹².0¹⁸,²²]tricosa-1(21),18(22),19-triene-15,23-dione",NP0248741,CO[C@H]1OC2=C3N(C1=O)[C@]1(O)[C@@H]4O[C@@H](C)[C@H]5[C@@H]4CCN(C)CC[C@]1(C3=CC=C2OC)C5=O,444.48,0.66,1,8,97.77,2,0.65,8180
"1-(1-hydroxy-4-methoxy-3-methyl-5,6,7,8-tetrahydroisoquinolin-6-yl)octan-1-one",NP0247962,CCCCCCCC(=O)C1CCC2=C(C1)C(OC)=C(C)NC2=O,319.44,3.73,1,3,59.16,8,0.68,8181
"2,4-dihydroxy-7,8-dimethoxy-10-methyl-11-(3-methylbut-2-en-1-yl)-3-oxatricyclo[7.3.1.0⁵,¹³]trideca-1,4,7,9(13),10-pentaene-6,12-dione",NP0247571,COC1=C(OC)C2=C3C(=C(O)OC(O)=C3C1=O)C(=O)C(CC=C(C)C)=C2C,372.37,2.99,2,7,106.2,4,0.3,8182
"(1r,6r,9s,10r,12r)-12-ethenyl-9-hydroxy-1,7,7,12-tetramethyl-5-oxatricyclo[8.4.0.0²,⁶]tetradec-2-en-4-one",NP0247513,C[C@]1(CC[C@]2(C)[C@@H](C1)[C@@H](O)CC(C)(C)[C@H]1OC(=O)C=C21)C=C,304.43,3.63,1,3,46.53,1,0.74,8183
"1-(2-hydroxy-4,6-dimethoxy-3,5-dimethylphenyl)-3-(4-hydroxyphenyl)propan-1-one",NP0247445,COC1=C(C)C(O)=C(C(=O)CCC2=CC=C(O)C=C2)C(OC)=C1C,330.38,3.55,2,5,75.99,6,0.32,8184
"(3r,4s,8r,13r,16s)-4,16-dihydroxy-3,7,7-trimethyl-14-methylidenetetracyclo[11.2.1.0²,¹¹.0³,⁸]hexadec-2(11)-en-15-one",NP0247056,CC1(C)CC[C@H](O)[C@]2(C)[C@@H]1CCC1=C2C2[C@@H](O)[C@H](C1)C(=C)C2=O,316.44,3.02,2,3,57.53,0,0.75,8185
"1-{5-[(2e)-3,7-dimethylocta-2,6-dien-1-yl]-1,3,5-trihydroxycyclohex-2-en-1-yl}-2-methylpropan-1-one",NP0247054,CC(C)C(=O)C1(O)CC(O)(C\C=C(/C)CCC=C(C)C)CC(O)=C1,336.47,3.99,3,4,77.76,7,0.65,8186
7a-hydroxy-3-(1-hydroxy-4-methylpent-3-en-1-yl)-4-methoxy-3-methyl-hexahydro-2-benzofuran-5-yl 3-(3-methyloxiran-2-yl)prop-2-enoate,NP0246546,COC1C2C(O)(COC2(C)C(O)CC=C(C)C)CCC1OC(=O)C=CC1OC1C,410.51,1.9,2,7,97.75,7,0.77,8187
"2',8-dihydroxy-4,5-dimethyl-3-thia-5,7-diazaspiro[bicyclo[2.2.2]octane-2,3'-indol]-7-en-6-one",NP0246415,CN1C(=O)C2N=C(O)C1(C)SC21C(O)=NC2=CC=CC=C12,303.34,1.74,2,4,85.49,0,0.36,8188
"1-(3-hydroxy-2,2-dimethylpropyl) 2-(2-methylpropyl) phthalate",NP0245560,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)(C)CO,308.37,2.67,1,5,72.83,7,0.53,8189
"2,20-dihydroxy-19-methoxy-14-methyl-5,7-dioxa-14-azapentacyclo[11.7.1.0³,¹¹.0⁴,⁸.0¹⁷,²¹]henicosa-1(20),3(11),4(8),9,17(21),18-hexaen-12-one",NP0244761,COC1=CC2=C3C(N(C)CC2)C(=O)C2=C(C(O)C3=C1O)C1=C(OCO1)C=C2,369.37,1.94,2,7,88.46,1,0.35,8190
"(3ar,4s,5ar,9r,9br)-9-formyl-5a-methyl-3-methylidene-2-oxo-octahydro-3ah-naphtho[1,2-b]furan-4-yl (2z)-2-(hydroxymethyl)but-2-enoate",NP0243916,C\C=C(\CO)C(=O)O[C@H]1C[C@@]2(C)CCC[C@@H](C=O)C2[C@H]2OC(=O)C(=C)[C@H]12,362.42,1.96,1,6,89.9,4,0.65,8191
3-({3-[(4-hydroxyphenyl)methanethioamido]-1-sulfanylpropylidene}amino)propanoic acid,NP0243715,OC(=O)CCN=C(S)CCNC(=S)C1=CC=C(O)C=C1,312.42,1.85,4,4,81.92,7,0.31,8192
"(1s,11s,13r,16s)-11-ethoxy-18-methoxy-15-methyl-5,7,12-trioxa-15-azapentacyclo[11.7.0.0¹,¹⁶.0²,¹⁰.0⁴,⁸]icosa-2,4(8),9,18-tetraene",NP0243564,CCO[C@H]1O[C@H]2CN(C)[C@H]3CC(OC)=CC[C@@]23C2=CC3=C(OCO3)C=C12,359.42,2.73,0,6,49.39,3,0.6,8193
"(1r,3s,5s)-3-[(1r)-1-hydroxy-2-(2-hydroxy-6-oxo-4,5-dihydro-3h-pyridin-4-yl)ethyl]-1,5-dimethyl-4-oxocyclohexyl acetate",NP0243405,C[C@H]1C[C@](C)(C[C@@H]([C@H](O)CC2CC(O)=NC(=O)C2)C1=O)OC(C)=O,339.39,1.57,2,5,113.26,4,0.76,8194
"20-ethyl-10-hydroxy-8,16-diazahexacyclo[11.5.2.1¹,⁸.0²,⁷.0¹⁶,¹⁹.0¹²,²¹]henicosa-2,4,6,12(21)-tetraen-9-one",NP0243023,CCC1C2N3CCC22C4=CC=CC=C4N4C2=C(CC(O)C4=O)C1CC3,336.44,2.42,1,3,43.78,1,0.57,8195
"4-[(3r,4r)-2-(4-hydroxy-3,5-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]-2,6-dimethoxyphenol",NP0242799,COC1=CC(=CC(OC)=C1O)C1(OC[C@H](C)[C@H]1C)C1=CC(OC)=C(O)C(OC)=C1,404.46,3.68,2,7,86.61,6,0.45,8196
"3-{[3-acetyl-2,4,6-trihydroxy-5-(3-methylbut-2-en-1-yl)phenyl]methyl}-6-ethyl-2-methoxy-5-methylpyran-4-one",NP0242618,CCC1=C(C)C(=O)C(CC2=C(O)C(CC=C(C)C)=C(O)C(C(C)=O)=C2O)=C(OC)O1,416.47,3.94,3,7,117.2,7,0.39,8197
"methyl 3,4-dimethoxy-10-(methoxymethyl)-15,17-dioxatetracyclo[10.7.0.0²,⁷.0¹⁴,¹⁸]nonadeca-1(19),2(7),3,5,12,14(18)-hexaene-9-carboxylate",NP0242244,COCC1CC2=CC3=C(OCO3)C=C2C2=C(CC1C(=O)OC)C=CC(OC)=C2OC,414.45,3.25,0,7,72.45,5,0.43,8198
"18,19-dihydroxy-4,5,24,24-tetramethyl-25,26-dioxa-7-azaheptacyclo[21.2.1.0¹,²⁰.0⁴,¹⁹.0⁵,¹⁶.0⁶,¹⁴.0⁸,¹³]hexacosa-6(14),8,10,12,20-pentaen-22-one",NP0242198,CC1(C)OC23CCC4(C)C5(C)C(CC6=C5NC5=CC=CC=C65)CC(O)C4(O)C2=CC(=O)C1O3,449.55,3.29,3,5,91.78,0,0.59,8199
"methyl (1s,4s,4as,4bs,8s,8as,9r,9ar)-9-(acetyloxy)-1-(furan-3-yl)-4a-hydroxy-4,4b,8-trimethyl-3-oxo-octahydroindeno[2,1-c]pyran-8-carboxylate",NP0242074,COC(=O)[C@@]1(C)CCC[C@@]2(C)[C@@H]1[C@@H](OC(C)=O)[C@@H]1[C@H](OC(=O)[C@@H](C)[C@]21O)C1=COC=C1,434.49,2.79,1,8,112.27,3,0.7,8200
"methyl 2-(dimethylamino)-3-hydroxy-14-oxo-4,10-bis(prop-1-en-2-yl)-13,15,16-trioxatetracyclo[9.2.2.1⁵,⁸.0¹,¹²]hexadeca-5,7-diene-7-carboxylate",NP0241996,COC(=O)C1=C2CC(C3OC(=O)C4(OC34)C(C(O)C(C(C)=C)C(O2)=C1)N(C)C)C(C)=C,431.49,1.83,1,8,101.74,4,0.57,8201
"8-(2h-1,3-benzodioxol-5-yl)-9-hydroxy-1,4-dimethoxy-7-methyl-5-(prop-2-en-1-yl)-2-oxabicyclo[4.2.1]non-4-en-3-one",NP0241474,COC1=C(CC=C)C2C(C)C(C3=CC=C4OCOC4=C3)C(OC)(OC1=O)C2O,388.42,2.5,1,7,83.45,5,0.48,8202
"(1s,2r,3r,6s,7r,8s,11r,14s,15r,17r)-10-hydroxy-17-(hydroxymethyl)-1,5,6-trimethyl-8-(2-methylpropyl)-19-oxa-9-azapentacyclo[13.3.1.0²,¹⁴.0³,¹¹.0⁷,¹¹]nonadeca-4,9-dien-12-one",NP0240716,CC(C)C[C@@H]1N=C(O)[C@]23[C@H]1[C@H](C)C(C)=C[C@@H]2[C@@H]1[C@H](CC3=O)[C@H]2C[C@@H](CO)C[C@]1(C)O2,415.57,3.95,2,4,79.12,3,0.84,8203
"2-(2-hydroxy-4,6-dimethoxy-3-methylbenzoyl)-3,5-dimethoxy-6-methylphenol",NP0240124,COC1=CC(OC)=C(C(=O)C2=C(O)C(C)=C(OC)C=C2OC)C(O)=C1C,362.38,2.98,2,7,94.45,6,0.32,8204
"methyl 5-hydroxy-3-(hydroxymethyl)-4-(1,4,4-trimethyl-8-methylidene-hexahydro-2h-azulen-1-yl)oxolane-2-carboxylate",NP0239872,COC(=O)C1OC(O)C(C1CO)C1(C)CCC2C1C(=C)CCCC2(C)C,366.5,2.9,2,5,75.99,3,0.86,8205
"2-hydroxy-n-methyl-n-[2-(3,4,5-trimethoxyphenyl)ethyl]benzamide",NP0239702,COC1=CC(CCN(C)C(=O)C2=CC=CC=C2O)=CC(OC)=C1OC,345.4,2.73,1,5,68.23,7,0.32,8206
"4-hydroxy-3-isopropyl-9,11,11-trimethyl-6,13-dioxatetracyclo[7.6.1.0⁵,¹⁶.0¹⁰,¹⁴]hexadeca-1(16),2,4-triene-7,12,15-trione",NP0239665,CC(C)C1=CC2=C3C(OC(=O)CC3(C)C3C(OC(=O)C3(C)C)C2=O)=C1O,358.39,2.85,1,6,89.9,1,0.55,8207
"(1r,3s,4as,8s,8as)-7,8-bis(hydroxymethyl)-3,8a-dimethyl-4-methylidene-1,2,3,4a,5,8-hexahydronaphthalen-1-yl (2e)-3-phenylprop-2-enoate",NP0239563,C[C@H]1C[C@@H](OC(=O)\C=C\C2=CC=CC=C2)[C@]2(C)[C@@H](CO)C(CO)=CC[C@H]2C1=C,382.5,3.76,2,4,66.76,5,0.46,8208
tegaserod,NP0239479,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,301.39,2.81,4,3,85.29,7,0.38,8209
"(1s,2r,3r,4r,5r,6s,8s,9r,10r,13r,16s,17r,18s)-11-ethyl-16-hydroxy-4,6-dimethoxy-13-methyl-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadec-14-en-18-yl acetate",NP0239394,CCN1C[C@]2(C)C=C[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@@H]5[C@H](C[C@@H]6OC)[C@@H]([C@@H](OC(C)=O)[C@H]23)[C@@H]14,431.57,2.11,1,6,68.23,4,0.88,8210
"cyclohexyl 11-(acetyloxy)-2-hydroxy-10,15-dimethyl-4,9,13-trioxatetracyclo[10.3.0.0³,⁵.0⁸,¹⁰]pentadeca-1(12),14-diene-5-carboxylate",NP0239355,CC(=O)OC1C2=C(C(O)C3OC3(CCC3OC13C)C(=O)OC1CCCCC1)C(C)=CO2,434.49,3.19,1,8,111.03,3,0.74,8211
"(1r,3s,7r,11r,14r)-3,17-dihydroxy-14-(hydroxymethyl)-6,6,7-trimethyl-8-oxa-15,16-dithia-12,18-diazapentacyclo[12.2.2.0¹,¹².0³,¹¹.0⁵,⁹]octadeca-5(9),17-diene-4,13-dione",NP0239233,C[C@H]1OC2=C(C(=O)[C@]3(O)C[C@@]45SS[C@@](CO)(N=C4O)C(=O)N5[C@@H]3C2)C1(C)C,412.49,0.74,3,8,119.66,1,0.71,8212
